Find 13459 frequent item sets !!!
Including 157 1-item frequent set
rubbing alcohol, support: 10
whipped/sour cream, sausage, brown bread, other vegetables, support: 10
whipped/sour cream, brown bread, other vegetables, yogurt, support: 13
whipped/sour cream, whole milk, brown bread, other vegetables, support: 15
newspapers, whole milk, brown bread, pastry, support: 11
newspapers, whole milk, brown bread, rolls/buns, support: 10
newspapers, whole milk, brown bread, yogurt, support: 11
newspapers, other vegetables, whole milk, brown bread, support: 13
other vegetables, pip fruit, brown bread, root vegetables, support: 13
pip fruit, brown bread, root vegetables, whole milk, support: 14
other vegetables, pip fruit, brown bread, fruit/vegetable juice, support: 10
sausage, pip fruit, brown bread, yogurt, support: 10
citrus fruit, pip fruit, brown bread, other vegetables, support: 10
citrus fruit, pip fruit, brown bread, whole milk, support: 11
pip fruit, brown bread, tropical fruit, yogurt, support: 13
pip fruit, brown bread, tropical fruit, whole milk, support: 17
other vegetables, pip fruit, brown bread, tropical fruit, support: 19
other vegetables, pip fruit, brown bread, yogurt, support: 16
pip fruit, brown bread, whole milk, yogurt, support: 16
other vegetables, pip fruit, brown bread, whole milk, support: 21
bottled water, soda, brown bread, yogurt, support: 10
bottled water, whole milk, brown bread, yogurt, support: 11
bottled water, other vegetables, whole milk, brown bread, support: 10
citrus fruit, brown bread, fruit/vegetable juice, other vegetables, support: 10
citrus fruit, tropical fruit, brown bread, fruit/vegetable juice, support: 10
sausage, brown bread, fruit/vegetable juice, yogurt, support: 10
tropical fruit, root vegetables, brown bread, fruit/vegetable juice, support: 11
other vegetables, root vegetables, brown bread, fruit/vegetable juice, support: 12
root vegetables, brown bread, fruit/vegetable juice, whole milk, support: 15
other vegetables, soda, brown bread, fruit/vegetable juice, support: 11
soda, brown bread, fruit/vegetable juice, yogurt, support: 11
soda, brown bread, fruit/vegetable juice, whole milk, support: 13
tropical fruit, brown bread, fruit/vegetable juice, yogurt, support: 10
tropical fruit, brown bread, fruit/vegetable juice, whole milk, support: 14
other vegetables, tropical fruit, brown bread, fruit/vegetable juice, support: 15
other vegetables, brown bread, fruit/vegetable juice, yogurt, support: 15
whole milk, brown bread, fruit/vegetable juice, yogurt, support: 18
other vegetables, whole milk, brown bread, fruit/vegetable juice, support: 16
citrus fruit, sausage, brown bread, whole milk, support: 10
citrus fruit, root vegetables, brown bread, yogurt, support: 10
citrus fruit, root vegetables, brown bread, other vegetables, support: 14
citrus fruit, root vegetables, brown bread, whole milk, support: 16
citrus fruit, brown bread, tropical fruit, yogurt, support: 10
citrus fruit, root vegetables, brown bread, tropical fruit, support: 11
citrus fruit, brown bread, tropical fruit, other vegetables, support: 12
citrus fruit, whole milk, brown bread, tropical fruit, support: 17
citrus fruit, brown bread, other vegetables, yogurt, support: 10
citrus fruit, whole milk, brown bread, yogurt, support: 16
citrus fruit, whole milk, brown bread, other vegetables, support: 19
shopping bags, brown bread, whole milk, yogurt, support: 11
soda, shopping bags, brown bread, whole milk, support: 11
other vegetables, shopping bags, brown bread, whole milk, support: 15
tropical fruit, brown bread, pastry, whole milk, support: 10
other vegetables, tropical fruit, brown bread, pastry, support: 10
soda, brown bread, pastry, whole milk, support: 14
other vegetables, brown bread, pastry, yogurt, support: 12
whole milk, brown bread, pastry, yogurt, support: 16
other vegetables, whole milk, brown bread, pastry, support: 17
soda, root vegetables, brown bread, whole milk, support: 12
sausage, root vegetables, brown bread, whole milk, support: 12
other vegetables, root vegetables, brown bread, rolls/buns, support: 11
root vegetables, brown bread, whole milk, rolls/buns, support: 14
root vegetables, brown bread, tropical fruit, yogurt, support: 12
root vegetables, brown bread, tropical fruit, whole milk, support: 17
other vegetables, root vegetables, brown bread, tropical fruit, support: 17
other vegetables, root vegetables, brown bread, yogurt, support: 12
root vegetables, brown bread, whole milk, yogurt, support: 17
other vegetables, root vegetables, brown bread, whole milk, support: 31
whole milk, brown bread, tropical fruit, rolls/buns, support: 10
soda, brown bread, tropical fruit, whole milk, support: 11
other vegetables, brown bread, tropical fruit, yogurt, support: 17
whole milk, brown bread, tropical fruit, yogurt, support: 21
other vegetables, whole milk, brown bread, tropical fruit, support: 26
other vegetables, sausage, brown bread, tropical fruit, support: 10
sausage, brown bread, tropical fruit, whole milk, support: 11
soda, sausage, brown bread, yogurt, support: 10
soda, sausage, brown bread, whole milk, support: 13
sausage, brown bread, whole milk, rolls/buns, support: 10
sausage, brown bread, rolls/buns, yogurt, support: 10
other vegetables, sausage, brown bread, rolls/buns, support: 13
sausage, brown bread, whole milk, yogurt, support: 18
other vegetables, sausage, brown bread, yogurt, support: 19
other vegetables, sausage, brown bread, whole milk, support: 19
other vegetables, soda, brown bread, yogurt, support: 13
soda, brown bread, whole milk, yogurt, support: 20
other vegetables, soda, brown bread, whole milk, support: 25
other vegetables, soda, brown bread, rolls/buns, support: 13
soda, brown bread, whole milk, rolls/buns, support: 13
other vegetables, brown bread, rolls/buns, yogurt, support: 11
whole milk, brown bread, rolls/buns, yogurt, support: 14
other vegetables, whole milk, brown bread, rolls/buns, support: 23
other vegetables, whole milk, brown bread, yogurt, support: 28
whipped/sour cream, whole milk, other vegetables, bottled beer, support: 12
newspapers, whipped/sour cream, other vegetables, citrus fruit, support: 10
newspapers, whipped/sour cream, root vegetables, other vegetables, support: 11
newspapers, whipped/sour cream, root vegetables, yogurt, support: 11
newspapers, whipped/sour cream, rolls/buns, yogurt, support: 10
newspapers, whipped/sour cream, other vegetables, rolls/buns, support: 11
newspapers, whipped/sour cream, whole milk, rolls/buns, support: 11
newspapers, whipped/sour cream, whole milk, yogurt, support: 12
newspapers, whipped/sour cream, other vegetables, yogurt, support: 15
newspapers, whipped/sour cream, whole milk, other vegetables, support: 13
yogurt, whipped/sour cream, pastry, fruit/vegetable juice, support: 12
whipped/sour cream, pastry, rolls/buns, citrus fruit, support: 10
whipped/sour cream, whole milk, pastry, citrus fruit, support: 15
whipped/sour cream, sausage, pastry, yogurt, support: 10
whipped/sour cream, sausage, whole milk, pastry, support: 11
whipped/sour cream, sausage, pastry, other vegetables, support: 12
whipped/sour cream, tropical fruit, whole milk, pastry, support: 11
whipped/sour cream, tropical fruit, pastry, yogurt, support: 11
whipped/sour cream, tropical fruit, pastry, other vegetables, support: 13
whipped/sour cream, root vegetables, pastry, other vegetables, support: 13
whipped/sour cream, root vegetables, whole milk, pastry, support: 13
other vegetables, whipped/sour cream, pastry, rolls/buns, support: 14
whipped/sour cream, whole milk, pastry, rolls/buns, support: 15
whipped/sour cream, whole milk, pastry, other vegetables, support: 23
whipped/sour cream, pip fruit, shopping bags, tropical fruit, support: 11
whipped/sour cream, shopping bags, tropical fruit, other vegetables, support: 12
whipped/sour cream, pip fruit, shopping bags, other vegetables, support: 12
whipped/sour cream, shopping bags, other vegetables, yogurt, support: 11
whipped/sour cream, root vegetables, shopping bags, whole milk, support: 11
whipped/sour cream, root vegetables, shopping bags, other vegetables, support: 14
whipped/sour cream, whole milk, shopping bags, other vegetables, support: 14
whipped/sour cream, whole milk, bottled water, citrus fruit, support: 10
whipped/sour cream, sausage, bottled water, other vegetables, support: 13
whipped/sour cream, whole milk, bottled water, fruit/vegetable juice, support: 11
whipped/sour cream, whole milk, bottled water, rolls/buns, support: 12
whipped/sour cream, root vegetables, bottled water, other vegetables, support: 10
whipped/sour cream, root vegetables, bottled water, tropical fruit, support: 10
whipped/sour cream, root vegetables, bottled water, yogurt, support: 10
whipped/sour cream, root vegetables, bottled water, whole milk, support: 15
whipped/sour cream, soda, bottled water, other vegetables, support: 11
whipped/sour cream, bottled water, tropical fruit, other vegetables, support: 15
whipped/sour cream, whole milk, bottled water, tropical fruit, support: 15
whipped/sour cream, bottled water, tropical fruit, yogurt, support: 16
whipped/sour cream, whole milk, bottled water, yogurt, support: 16
whipped/sour cream, bottled water, other vegetables, yogurt, support: 18
whipped/sour cream, whole milk, bottled water, other vegetables, support: 19
whipped/sour cream, pip fruit, fruit/vegetable juice, yogurt, support: 11
whipped/sour cream, pip fruit, fruit/vegetable juice, other vegetables, support: 12
whipped/sour cream, whole milk, pip fruit, fruit/vegetable juice, support: 12
whipped/sour cream, tropical fruit, whole milk, fruit/vegetable juice, support: 11
whipped/sour cream, tropical fruit, fruit/vegetable juice, yogurt, support: 12
whipped/sour cream, tropical fruit, fruit/vegetable juice, other vegetables, support: 19
whipped/sour cream, soda, whole milk, fruit/vegetable juice, support: 12
whipped/sour cream, root vegetables, fruit/vegetable juice, yogurt, support: 13
whipped/sour cream, root vegetables, fruit/vegetable juice, other vegetables, support: 15
whipped/sour cream, root vegetables, whole milk, fruit/vegetable juice, support: 18
whipped/sour cream, whole milk, fruit/vegetable juice, yogurt, support: 19
whipped/sour cream, fruit/vegetable juice, other vegetables, yogurt, support: 23
whipped/sour cream, whole milk, fruit/vegetable juice, other vegetables, support: 22
whipped/sour cream, sausage, pip fruit, whole milk, support: 12
whipped/sour cream, sausage, root vegetables, other vegetables, support: 11
whipped/sour cream, sausage, whole milk, root vegetables, support: 14
whipped/sour cream, sausage, root vegetables, yogurt, support: 15
whipped/sour cream, sausage, tropical fruit, yogurt, support: 10
whipped/sour cream, sausage, tropical fruit, other vegetables, support: 13
whipped/sour cream, sausage, whole milk, tropical fruit, support: 16
soda, whipped/sour cream, sausage, whole milk, support: 13
soda, whipped/sour cream, sausage, other vegetables, support: 14
whipped/sour cream, sausage, yogurt, citrus fruit, support: 13
whipped/sour cream, sausage, other vegetables, citrus fruit, support: 15
whipped/sour cream, sausage, whole milk, citrus fruit, support: 15
other vegetables, whipped/sour cream, sausage, rolls/buns, support: 14
whipped/sour cream, sausage, whole milk, rolls/buns, support: 14
whipped/sour cream, sausage, whole milk, yogurt, support: 19
whipped/sour cream, sausage, other vegetables, yogurt, support: 20
whipped/sour cream, sausage, whole milk, other vegetables, support: 29
whipped/sour cream, whole milk, pip fruit, citrus fruit, support: 10
whipped/sour cream, pip fruit, other vegetables, citrus fruit, support: 11
whipped/sour cream, root vegetables, pip fruit, tropical fruit, support: 13
whipped/sour cream, root vegetables, pip fruit, yogurt, support: 14
whipped/sour cream, root vegetables, pip fruit, other vegetables, support: 20
whipped/sour cream, root vegetables, pip fruit, whole milk, support: 23
whipped/sour cream, pip fruit, tropical fruit, yogurt, support: 17
whipped/sour cream, pip fruit, other vegetables, yogurt, support: 22
whipped/sour cream, whole milk, pip fruit, yogurt, support: 24
whipped/sour cream, whole milk, pip fruit, tropical fruit, support: 20
whipped/sour cream, pip fruit, tropical fruit, other vegetables, support: 27
whipped/sour cream, whole milk, pip fruit, other vegetables, support: 36
whipped/sour cream, soda, other vegetables, citrus fruit, support: 10
whipped/sour cream, soda, whole milk, citrus fruit, support: 10
whipped/sour cream, soda, yogurt, citrus fruit, support: 10
whipped/sour cream, rolls/buns, yogurt, citrus fruit, support: 12
other vegetables, whipped/sour cream, rolls/buns, citrus fruit, support: 13
