,items
6298,"{'-rf', 'cd', '<1>', 'elm', 'make', '<2>', 'cdn', 'date', 'rlogin', 'ls', '>>', 'tail', 'popd', 'pushd', 'vi', 'rm', 'grep'}"
6299,"{'ruptime', 'ls', 'todo'}"
6300,"{'cd', '<1>', 'nice', 'cdn', '&', 'head', 'ls', '>', 'exit', 'rm'}"
6301,"{'ls', '<1>', 'rm', 'xv'}"
6302,"{'<1>', 'xv'}"
6303,{'elm'}
6304,"{'cd', '<1>', 'elm', 'make', '<2>', 'nice', 'cdn', '&', 'more', 'ls', 'tail', '>', 'exit', 'vi', 'rm', 'uptime'}"
6305,"{'cd', '<1>', 'psa', '|', 'ruptime', 'cdn', 'rlogin', 'more', 'ls', 'tail', 'grep'}"
6306,"{'|', '<1>', 'psa', 'cd', '<2>', 'elm', 'who', 'cdn', 'more', 'ls', 'exit', 'vi', 'grep'}"
6307,"{'vi', '<1>'}"
6308,"{'ruptime', 'cd', '<1>', 'ls'}"
6309,"{'<1>', 'rlogin'}"
6310,{'elm'}
6311,"{'-9', '>', 'vi', 'grep', 'cd', '&', 'rn', 'tail', 'exit', 'make', '<1>', 'clear', 'kill', 'nice', 'cdn', 'more', 'uptime', '|', 'psa', 'ls', 'pushd', 'rm'}"
6312,"{'mv', 'cd', '<1>', '-i', '<2>', '-ld', 'ls', 'rm'}"
6313,"{'elm', 'exit'}"
6314,"{'which', 'vi', 'cd', 'java', 'javac', 'tail', 'mail', '<1>', 'elm', 'mkdir', '<2>', '-l', '<5>', 'cdn', 'more', 'fg', 'mv', 'look', 'chmod', 'ls'}"
6315,"{'cd', '<1>', 'echo', 'elm', 'javac', 'env', 'ls', 'exit'}"
6316,"{'elm', 'exit'}"
6317,"{'cd', '<1>', 'elm', '<2>', 'ls', 'exit', 'mail', 'vi', 'grep'}"
6318,"{'elm', 'exit'}"
6319,"{'vi', 'finger', '<1>', 'exit'}"
6320,"{'mv', 'cd', '<1>', 'diff', 'make', '<2>', 'pwd', 'nice', 'ruptime', 'cdn', '&', 'more', 'ls', '>', 'tail', 'cp', 'vi', 'rm'}"
6321,"{'<1>', 'rlogin'}"
6322,"{'<1>', 'rlogin'}"
6323,"{'hp2', '<1>', 'elm', '-P', 'alias', 'mpage', 'lpq', 'ls', 'ghostview', '-2a', 'uncompress', '>', 'rm', 'mail', 'vi', '-Ppucchp1'}"
6324,"{'<1>', 'finger'}"
6325,"{'cd', '<1>', 'clear', 'rn', 'ls', 'todo', 'xv', 'rm'}"
6326,"{'cd', '<1>', 'imagmagik', '-l', 'imagemagik', 'display', 'ls', 'which', 'xv', 'combine', 'vi'}"
6327,"{'|', 'psa', 'more', 'exit'}"
6328,"{'ruptime', 'exit', 'uptime'}"
6329,"{'cd', '<1>', 'elm', 'cdn', 'more', 'ls', 'exit', 'rm'}"
6330,"{'cd', '<1>', 'rn', 'ls', 'rm'}"
6331,"{'ls', 'elm'}"
6332,"{'cd', '<1>', 'elm', 'unrm', 'rn', 'ls', 'rm'}"
6333,"{'<1>', 'elm', 'look', '<2>', 'date', 'ls', 'fg', 'exit', 'mail', 'vi'}"
6334,"{'ruptime', 'vi', '<1>'}"
6335,"{'mv', 'cd', '<1>', 'make', '<2>', 'nice', 'cdn', '&', 'more', 'ls', '>', 'vi', 'rm', 'grep', 'l'}"
6336,"{'>', 'vi', 'grep', 'cd', '&', 'ps', 'diff', '<1>', 'make', '<2>', 'nice', 'cdn', 'more', 'cned', '|', 'pwd', 'psa', 'foreach', 'ls', 'rm'}"
6337,"{'>', 'vi', '-rf', 'cd', '&', 'diff', '<1>', 'elm', 'make', '<2>', 'cdn', 'zcat', 'more', '-', '-xvf', 'tar', 'mv', '|', '<GENSYM:18>/td-validate', 'ls', 'rm'}"
6338,"{'elm', 'exit'}"
6339,"{'cd', '<1>', 'ruptime', 'rn', 'ls', 'rm'}"
6340,"{'>', 'vi', 'grep', '-rf', 'cd', 'netscape', '&', 'tail', 'gdb', '<1>', '<2>', 'nice', '-h', 'cdn', 'limit', 'rlogin', 'more', '<GENSYM:18>/td-junk', '|', 'psa', 'ls', 'rm'}"
6341,"{'cp', 'vi', '-2', '-4', 'cd', 'unrm', '*', '&', 'gdb', 'rme', '<1>', 'make', '<2>', 'cdn', 'more', '<GENSYM:18>/td-junk', 'mv', 'head', 'ls', 'rm'}"
6342,"{'make', 'cd', '<1>', 'cdM', '<2>', '-l', 'cdn', 'more', 'ls', 'cp', 'popd', 'pushd', 'vi'}"
6343,{'elm'}
6344,"{'exec', '<2>'}"
6345,"{'exec', '<2>'}"
6346,"{'<1>', 'limit', 'exit', '<2>'}"
6347,"{'exec', '<2>'}"
6348,"{'exec', '<2>'}"
6349,"{'elm', 'exit'}"
6350,"{'ls', 'elm', 'exit', 'uptime'}"
6351,"{'cd', '<1>', '<2>', '-l', 'unrm', 'xanim', '-ls', 'chmod', '-v', '-ld', 'rn', 'ls', 'todo', 'du', 'quota', 'rm'}"
6352,"{'cd', '<1>', '<2>', 'ls', 'todo', 'vi', 'gr', 'grep'}"
6353,"{'-rf', 'hp2', 'look', '<1>', 'cd', 'mkdir', 'mv', '<2>', 'date', 'ls', 'ghostview', 'xv', 'rm'}"
6354,"{'cd', 'alias', 'elm', '<1>', '<2>', 'ls', 'mail', 'vi', 'grep'}"
6355,"{'mail', '<1>', 'finger'}"
6356,"{'mv', 'cd', '<1>', '<2>', 'ls', 'rm'}"
6357,"{'cd', '<1>', 'elm', 'unrm', '-v', 'ls', 'exit', 'quota', 'rm'}"
6358,{'elm'}
6359,"{'elm', 'exit'}"
6360,{'elm'}
6361,"{'cd', '<1>', 'finger', 'date', '-a', 'more', 'ls', 'vi'}"
6362,"{'mv', '<1>', '<2>', 'chmod', 'more', 'cp', 'vi'}"
6363,"{'elm', 'exit'}"
6364,"{'cd', '<1>', 'vi', 'exit'}"
6365,"{'cd', '<1>', 'look', '-l', 'xanim', 'foreach', 'rn', 'ls', 'rm'}"
6366,"{'<1>', 'elm', '<2>', 'mail', 'grep'}"
6367,"{'cd', '<1>', 'elm', '-l', 'unrm', 'ls', 'du', 'exit', 'rm'}"
6368,"{'xanim', 'vi', 'cd', 'uudecode', 'whereis', 'rn', 'elnmn', 'ping', '<1>', 'elm', '<6>', 'gzcat', 'rlogin', 'more', 'uptime', 'mv', '|', 'date', 'ls', 'rm'}"
6369,"{'elm', 'clear'}"
6370,"{'ruptime', '<1>', 'ping'}"
6371,"{'<1>', '-i', 'netscape', 'netstat', '&', 'ping'}"
6372,"{'cd', '<1>', 'elm', 'ls', 'exit', 'rm'}"
6373,"{'look', 'finger', '<1>'}"
6374,"{'cd', '<1>', 'elm', 'ls', 'mail', 'rm'}"
6375,"{'cd', '<1>', 'unrm', 'ls', 'rm'}"
6376,"{'cd', '<1>', 'elm', '-f', '-v', 'rn', 'ls', 'quota', 'vi'}"
6377,{'elm'}
6378,"{'elm', 'exit'}"
6379,"{'elm', 'exit'}"
6380,"{'ls', 'elm', 'exit'}"
6381,{'elm'}
6382,"{'look', '<1>'}"
6383,"{'fk', 'finger', '<1>'}"
6384,"{'cd', '<1>', 'elm', 'ls', 'mail'}"
6385,"{'date', 'fk', 'finger', '<1>'}"
6386,"{'rn', 'mail', '<1>', 'elm'}"
6387,"{'fk', 'elm'}"
6388,{'elm'}
6389,"{'mv', 'cd', '<1>', '<2>', 'ls'}"
6390,{'elm'}
6391,"{'look', '<1>'}"
6392,"{'<1>', 'finger', 'date'}"
6393,{'elm'}
6394,"{'finger', 'vi', 'grep', '<GENSYM:23>/dtlogin', 'cd', 'echo', 'man', '-1', 'exit', 'source', '<1>', 'elm', '<2>', '-l', 'who', 'setenv', '-help', 'uptime', '|', 'psa', 'ls', 'pushd', 'super', 'rm'}"
6395,"{'<1>', 'finger', 'netscape', '&'}"
6396,"{'finger', 'cd', 'bg', '<1>', 'mkdir', 'gunzip', '<2>', '-l', 'gzcat', '-xv', 'ghostview', '-p', '-xvf', 'tar', 'mv', '|', 'foreach', 'ls', 'rm'}"
6397,"{'lpq', 'alias', '-Ppucchp1', '<1>'}"
6398,"{'<1>', 'elm', 'finger', 'ls', 'todo'}"
6399,"{'hp2', 'alias', '<1>', 'lpq', 'exit', '-Ppucchp1'}"
6400,"{'elm', 'exit'}"
6401,"{'mail', '<1>', 'elm'}"
6402,{'elm'}
6403,"{'elm', 'exit'}"
6404,"{'mail', '<1>', 'elm', 'exit'}"
6405,"{'mv', 'cd', 'mkdir', '<1>', 'hp2', '<2>', '-l', 'foreach', 'ls'}"
6406,"{'lpq', '-Ppucchp1'}"
6407,"{'cd', 'alias', '<1>', 'unrm', 'ruptime', '-v', 'ls', 'quota', 'rm'}"
6408,{'elm'}
6409,"{'xanim', '<1>'}"
6410,{'elm'}
6411,"{'elm', 'exit'}"
6412,"{'fk', 'mail', '<1>', 'date'}"
6413,"{'cd', '<1>', 'elm', '<2>', 'ls', 'vi', 'grep'}"
6414,"{'elm', 'exit', 'elm]'}"
6415,"{'elm', 'exit'}"
6416,"{'cd', '<1>', 'look', '<2>', 'finger', 'ls', 'vi', 'grep'}"
6417,{'elm'}
6418,{'todo'}
6419,"{'<2>', 'grep'}"
6420,"{'mail', '<1>', 'elm'}"
6421,"{'elm', 'exit'}"
6422,{'elm'}
6423,"{'fk', 'elm', '<1>', 'date', 'mail'}"
6424,"{'look', '<1>'}"
6425,{'trouble'}
6426,"{'fk', '<1>', 'elm', 'whois', 'mail'}"
6427,{'date'}
6428,{'elm'}
6429,"{'cd', '<1>', 'esxit', '-l', '-v', 'compress', 'ls', 'exit', 'quota', 'uncompress', 'rm', 'comprss', 'como'}"
6430,"{'>', 'cp', 'vi', 'grep', 'cd', '-s', '&', 'compress', 'renice', 'rmdir', 'make', '<1>', 'mkdir', '<2>', '-l', 'cdn', 'more', 'popd', 'uptime', 'mv', 'ln', '|', 'pwd', 'psa', 'ls', 'pushd', 'rm', 'td-learn-one'}"
6431,"{'s', 'uncompress', 'vi', 'grep', 'cd', 'sort', 'tail', 'awk', '-n', 'make', '<1>', '-l', '<2>', 'cdn', 'popd', 'mv', '|', 'pwd', 'foreach', 'head', 'ls', 'pushd', 'rm'}"
6432,"{'finger', 'brep', 'vi', 'grep', 'cd', 'sort', 'tail', 'awk', '-n', '<1>', '-l', '<2>', 'ruptime', 'cdn', 'l', '|', 'chmod', 'ls', 'rm', 'cdl'}"
6433,"{'<1>', 'elm', 'finger'}"
6434,"{'cd', '<1>', '-v', 'rn', 'ls', 'quota', 'vi', 'rm'}"
6435,"{'<1>', 'rlogin'}"
6436,"{'df', 'psa', 'who', 'ruptime', '-k', 'exit', 'uptime'}"
6437,"{'cd', '<1>', 'rm', 'unrm'}"
6438,{'elm'}
6439,"{'cd', '<1>', 'unrm', 'ls', 'rm'}"
6440,"{'lpr', 'alias', '<1>', 'elm', '-l', '-Ppucchp', 'lpq', 'ls', 'exit', '-Ppucchp1'}"
6441,"{'cd', '<1>', '-Ppucchp1', 'lpq', 'ls', 'exit', 'rm'}"
6442,"{'elm', 'exit'}"
6443,"{'elm', 'exit'}"
6444,"{'lpr', '<1>', '-Ppucchp1', 'lpq', 'ls', 'ghostview', 'rm'}"
6445,"{'elm', 'exit'}"
6446,"{'mail', '<1>', 'finger'}"
6447,"{'<1>', 'elm', 'look', 'more', 'todo', 'mail'}"
6448,"{'mv', 'cd', '<1>', '<2>', 'chmod', 'foreach', 'ls', 'rm'}"
6449,"{'netscape', '&'}"
6450,"{'fk', 'elm'}"
6451,"{'ls', 'cd', '<1>', 'pwd'}"
6452,"{'mail', 'ls', 'elm', '<1>'}"
6453,"{'elm', 'exit'}"
6454,"{'cd', '<1>', 'elm', '<2>', '-cvf', '-f', 'compress', 'ls', 'exit', 'tar', 'grep'}"
6455,{'ls'}
6456,"{'mail', '<1>', 'elm'}"
6457,"{'<1>', 'finger'}"
6458,"{'elm', 'exit'}"
6459,"{'<1>', 'elm', 'finger', 'ls', 'exit'}"
6460,"{'<1>', 'elm', 'ls', 'exit', 'vi'}"
6461,"{'<1>', 'finger'}"
6462,{'elm'}
6463,"{'fk', 'date'}"
6464,"{'mv', 'cd', '<1>', 'elm', 'mkdir', '<2>', 'alias', '-l', 'fk', '-Ppucchp2', 'finger', 'foreach', 'lpq', 'ls', '-kl', 'mail', '-Ppucchp1'}"
6465,{'elm'}
6466,"{'mv', 'df', 'cd', '<1>', 'psa', '<2>', '-l', '|', 'ruptime', 'who', '-rf', 'more', 'ls', 'uncompress', '-kl', 'rm'}"
6467,{'slirp'}
6468,"{'cd', '<1>', 'elm', 'ls', 'exit', 'mail', 'rm'}"
6469,{'slirp'}
6470,"{'ls', 'elm', 'exit'}"
6471,"{'cd', 'look', 'elm', '<1>', '-f', 'ls'}"
6472,"{'ls', 'lx', 'elm'}"
6473,{'elm'}
6474,"{'netscape', '&'}"
6475,"{'ls', 'elm', 'exit'}"
6476,"{'mv', 'lpr', '<1>', 'cd', 'hp2', '-l', '<2>', 'lpq', 'ls', 'exit', '-Ppucchp1'}"
6477,{'slirp'}
6478,"{'elm', 'exit'}"
6479,{'slirp'}
6480,"{'elm', 'exit'}"
6481,"{'mv', 'cd', '<1>', '<2>', '-l', '-Pea8', 'man', 'lwinfo', '-s', '-k', 'rlogin', 'ls', 'vi', 'rm'}"
6482,"{'-ms', 'cd', '<1>', '|', 'alias', '<2>', 'man', '-me', 'psdit', 'troff', 'ls', 'ghostview', '>', 'pdsit', 'vi', '<GENSYM:24>/dpost', 'rm', 'dpost'}"
6483,"{'-ms', 'cd', '<1>', 'man', 'troff', 'ls', 'ghostview', '>', 'vi'}"
6484,"{'fk', '<2>', 'date', 'fd', 'grep'}"
6485,"{'rn', '<1>', 'rlogin'}"
6486,"{'cd', '<1>', 'elm', 'unrm', 'ls', 'rm'}"
6487,"{'cd', '<1>', '-v]', '-v', 'rlogin', 'ls', 'quota'}"
6488,"{'cd', '<1>', 'psa', 'who', 'man', 'finger', 'trouble', 'troff', 'ls', '>', 'exit', 'mail', 'vi', 'rm', 'rmdir'}"
6489,"{'rn', 'vi', 'exit', '<1>'}"
6490,"{'cd', '<1>', 'pwd', '<2>', 'ls', 'cp', 'vi'}"
6491,"{'-ms', 'cd', '<1>', 'look', 'alias', '<2>', 'man', '-s', 'troff', '>', 'vi'}"
6492,"{'-ms', 'cd', '<1>', 'alias', '<2>', 'man', 'troff', 'ls', 'ghostview', '>', 'vi', 'dpost'}"
6493,{'slirp'}
6494,{'slirp'}
6495,{'slirp'}
6496,{'slirp'}
6497,"{'elm', 'exit'}"
6498,"{'cd', '<1>', 'elm', 'ls', 'exit', 'mail'}"
6499,{'elm'}
6500,"{'lpq', '-Ppucchp1'}"
6501,"{'cd', '<1>', '-l', 'ls', 'tail'}"
6502,"{'mv', 'cd', 'mkdir', '<1>', 'lpr', '<2>', '-l', 'alias', 'foreach', 'ls', 'ghostview', 'cp', '-Ppucchp1', 'ping'}"
6503,"{'cd', '<1>', 'elm', 'lpstat', '-l', 'fk', 'foreach', '-f', 'ls', '-d'}"
6504,"{'lpq', '-Ppucchp1'}"
6505,"{'who', 'hwo'}"
6506,"{'fk', '<2>', 'who', 'date', 'grep'}"
6507,"{'elm', 'dc'}"
6508,"{'<1>', 'psa', 'ruptime', 'mail', 'uptime'}"
6509,"{'ruptime', 'ruptiem', 'psa'}"
6510,"{'lpq', '-Ppucchp1'}"
6511,"{'man', '<1>', 'whiich', 'which'}"
6512,"{'mail', '<1>', 'elm'}"
6513,"{'man', '<1>'}"
6514,"{'<1>', 'psa', '-15', '<2>', '-s', '-p', 'priocntl'}"
6515,{'elm'}
6516,"{'<1>', 'elm', 'psa', 'ruptime', 'who', 'finger', 'rlogin', 'exit'}"
6517,"{'|', '<1>', 'psa', 'df', 'kill', 'ruptime', 'who', 'finger', '-9', 'exit', '-kl', 'grep'}"
6518,"{'df', 'psa', 'ruptime', '-k', 'exit', 'uptime'}"
6519,"{'mail', '<1>', 'finger', 'exit'}"
6520,"{'fk', 'elm', '<1>', 'date', 'exit', 'mail', 'uptime'}"
6521,"{'cd', '<1>', 'elm', 'ls', 'rm'}"
6522,"{'ls', 'elm', 'exit'}"
6523,"{'cd', '<1>', 'look', 'clear', 'ls', 'rm'}"
6524,"{'lem', 'elm'}"
6525,"{'rn', 'clear'}"
6526,"{'mv', 'cd', '<1>', '.jpg', 'unrm', '<2>', 'who', 'ls', 'rm'}"
6527,{'slirp'}
6528,"{'mv', 'cd', '<1>', 'pwd', '<2>', 'clear', 'unrm', 'ruptime', 'rn', 'ls', 'rm'}"
6529,"{'<1>', 'rlogin'}"
6530,"{'<1>', 'elm', 'finger', 'rlogin', 'mail'}"
6531,"{'cd', '<1>', '-v', 'ls', 'quota'}"
6532,{'elm'}
6533,"{'mv', 'cd', '<1>', '<2>', 'unrm', 'rn', 'ls', 'rm'}"
6534,{'elm'}
6535,"{'elm', 'exit'}"
6536,{'slirp'}
6537,"{'cd', '<1>', 'elm', 'ls', 'exit', 'rm'}"
6538,{'slirp'}
6539,"{'elm', 'exit'}"
6540,"{'fk', 'elm', 'exit'}"
6541,{'elm'}
6542,"{'mv', 'cd', '<1>', '<2>', 'unrm', 'rn', 'ls', 'rm'}"
6543,{'ruptime'}
6544,"{'fk', 'date'}"
6545,"{'<1>', 'finger', 'exit'}"
6546,{'slirp'}
6547,"{'elm', 'exit'}"
6548,"{'mv', 'ls', '<1>', '<2>'}"
6549,"{'mail', '<1>', 'elm'}"
6550,"{'elm', 'exit'}"
6551,"{'mv', 'cd', '<1>', '<2>', 'rm'}"
6552,"{'cd', '<1>', 'clear', 'ruptime', 'rn', 'ls', 'vi'}"
6553,"{'Slirpt', 'slirp'}"
6554,"{'cd', '<1>', 'elm', 'unrm', 'ls', 'exit', 'rm'}"
6555,{'slirp'}
6556,"{'<1>', 'elm', 'finger', 'exit', 'fg'}"
6557,{'slirp'}
6558,"{'<1>', 'elm', 'look', 'fg', 'exit', 'mail'}"
6559,{'slirp'}
6560,"{'elm', 'exit'}"
6561,{'slirp'}
6562,"{'elm', 'exit'}"
6563,"{'<1>', 'finger', 'lname'}"
6564,"{'<1>', 'elm', 'finger', 'elm]', 'lname'}"
6565,"{'cd', 'alias', '<1>', 'pwd', '-l', '-la', ':', '-ld', 'more', 'ls', 'rm', 'file'}"
6566,"{'mail', '<1>', 'finger'}"
6567,"{'|', '<1>', 'grep', 'cd', '<2>', 'elm', 'finger', 'ls', 'vi', 'lname'}"
6568,"{'ph', '<1>', 'elm', 'finger', 'date', '<3>', 'exit', 'mail'}"
6569,"{'elm', '<2>', 'fg', 'exit', 'grep'}"
6570,"{'elm', 'exit'}"
6571,{'slirp'}
6572,"{'cd', '<1>', 'elm', '-l', '-f', 'rn', 'ls', 'fg', 'mail', 'vi'}"
6573,"{'<1>', 'elm', 'grep', '<2>', 'finger', 'fg', 'exit', 'lname'}"
6574,{'slirp'}
6575,"{'ls', 'elm', 'exit'}"
6576,{'slirp'}
6577,"{'elm', 'exit'}"
6578,{'slirp'}
6579,"{'elm', 'clear', 'ls', 'exit', 'fg'}"
6580,"{'cd', '<1>', 'elm', '-l', 'ls', 'exit', 'mail', 'vi', 'rm'}"
6581,"{'-rf', 'cd', '<1>', 'elm', '<GENSYM:25>', '<2>', '-l', 'fk', 'biff', 'finger', 'date', 'rlogin', 'ls', 'fg', 'telnet', 'rm', 'grep', 'rmdir'}"
6582,"{'ls', 'elm', 'exit'}"
6583,{'slirp'}
6584,"{'elm', 'exit'}"
6585,"{'elm', 'exit'}"
6586,"{'-0l', 'cd', '<1>', 'elm', '-l', 'ls', 'exit', 'vi', 'rm'}"
6587,"{'mv', 'cd', '<1>', 'elm', '<2>', 'finger', 'ls', 'mail', 'vi'}"
6588,"{'cd', '<1>', 'elm', 'more', 'ls', 'exit', 'mail'}"
6589,"{'todo', 'elm'}"
6590,"{'look', '<1>', 'dc'}"
6591,"{'mail', 'fk', 'elm', '<1>'}"
6592,"{'<1>', 'elm', 'ls', 'exit', 'mail'}"
6593,{'slirp'}
6594,"{'ls', 'elm', 'exit', '<1>'}"
6595,"{'elm', 'exit'}"
6596,"{'cd', '<1>', 'elm', 'lpstat', '-l', '<2>', '|', 'sccs', 'date', 'more', 'ls', 'todo', '>>', '-p', 'vi', 'grep', 'cdl'}"
6597,"{'cd', '<1>', 'lwinfo', 'lpq', 'ls', 'rm', 'vi', '-Ppucchp1', 'cdl'}"
6598,"{'cd', '<1>', 'alias', 'lpr', 'lwinfo', 'cdn', 'lpq', 'more', 'ls', '-Ppucchp1'}"
6599,"{'cd', 'lpr', 'elm', '<1>', '-Pmsl22', 'lwinfo', '-Pmsi22', 'lpq', 'ls'}"
6600,"{'ls', 'cd', '<1>', 'rm'}"
6601,"{'cd', '<1>', 'elm', '-l', 'ls', 'du'}"
6602,"{'elm', 'ekmn', 'lpq', 'exit', '-Ppucchp1'}"
6603,"{'mv', 'cd', '<1>', 'mkdir', '<2>', '-f', 'ls', 'todo', 'cp', 'vi', 'rm'}"
6604,"{'fk', 'elm', 'date'}"
6605,{'slirp'}
6606,"{'mv', 'cd', '<1>', 'elm', '<2>', '-l', 'chmod', 'ls', 'todo', 'fg', 'exit', 'cp', 'mail', 'vi', 'rm'}"
6607,"{'ph', '<1>', 'cd', 'fk', 'ruptime', 'finger', 'date', 'more', 'ls', '<3>', 'todo', 'exit', 'mail', 'vi', 'lname'}"
6608,"{'ph', '<1>', 'elm', 'fk', '<2>', 'fg', 'exit', 'mail', 'vi', 'lname'}"
6609,"{'cd', '<1>', 'elm', '<2>', 'ls', 'exit', 'cp', 'vi'}"
6610,"{'<1>', 'exit', 'lname'}"
6611,"{'elm', 'exit'}"
6612,{'slirp'}
6613,{'slirp'}
6614,"{'elm', 'exit'}"
6615,{'slirp'}
6616,"{'cd', '<1>', 'elm', 'exit', 'vi'}"
6617,"{'cd', '<1>', 'elm', 'biff', '<4>', 'ls', 'todo', 'fg', 'exit', 'mail', 'vi', 'rm'}"
6618,"{'|', '<1>', 'elm', 'ph', 'logout', 'biff', 'finger', '?', 'more', 'fg', 'lname'}"
6619,"{'mail', 'vi', 'elm', '<1>'}"
6620,"{'fk', 'biffy', 'elm', '<1>', 'biff'}"
6621,"{'fk', 'elm', '<1>', 'biff', 'exit', 'mail'}"
6622,{'slirp'}
6623,"{'elm', 'exit'}"
6624,{'slirp'}
6625,"{'elm', 'exit'}"
6626,{'slirp'}
6627,"{'elm', 'exit'}"
6628,"{'elm', 'exit'}"
6629,{'slirp'}
6630,"{'<1>', 'elm', 'ls', 'exit', 'ftp', 'rm'}"
6631,"{'<1>', 'echo', 'slirp'}"
6632,"{'elm', 'exit'}"
6633,{'slirp'}
6634,"{'elm', 'exit'}"
6635,{'slirp'}
6636,"{'elm', 'exit'}"
6637,"{'mail', '<1>', 'elm', 'exit'}"
6638,"{'cd', '<1>', 'finger', 'netscape', '&', 'ls'}"
6639,"{'cd', '<1>', 'elm', 'lpr', '-Ppucchp1', '<2>', 'lpq', 'ls', 'ghostview', 'rm'}"
6640,{'slirp'}
6641,"{'<1>', 'elm', 'ls', 'todo', 'fg', 'exit', 'rm'}"
6642,{'slirp'}
6643,"{'cd', '<1>', 'elm', 'exit', 'vi'}"
6644,{'slirp'}
6645,"{'biff', 'finger', 'cp', 'vi', 'cd', 'exit', 'jobs', 'mail', 'ping', 'df', '<1>', 'elm', '<2>', '-l', 'more', 'fg', '|', '-k', 'ls', '<3>', 'rm'}"
6646,{'slirp'}
6647,"{'cd', '<1>', 'elm', '<2>', 'cp', 'ls', 'fg', 'exit', 'jobs', 'mail', 'vi'}"
6648,{'slirp'}
6649,"{'cd', '<1>', 'elm', 'ls', 'fg', 'exit', 'mail', 'vi'}"
6650,"{'ls', 'elm'}"
6651,"{'elm', 'exit'}"
6652,"{'cd', '<1>', 'elm', 'look', '<2>', 'fk', 'finger', 'mail', 'more', 'ls', 'fg', 'exit', 'vfg', 'lname', 'vi', 'grep'}"
6653,"{'elm', 'logout'}"
6654,"{'elm', 'exit'}"
6655,"{'slrip', 'slirp'}"
6656,{'slirp'}
6657,"{'cd', '<1>', 'look', 'spell', 'fg', 'xit', 'exit', 'mail', 'vi'}"
6658,"{'elm', 'exit'}"
6659,{'slirp'}
6660,"{'ls', 'elm', 'exit'}"
6661,"{'elm', 'exit'}"
6662,"{'cd', '<1>', 'elm', 'ls', 'exit', 'mail'}"
6663,"{'mv', 'cd', '<1>', '<2>', 'vi'}"
6664,"{'mail', '<1>', 'finger'}"
6665,"{'mv', 'cd', '<1>', 'look', '<2>', 'chmod', 'ls', 'cp', 'rm'}"
6666,"{'cd', '<1>', 'elm', 'ls', 'todo', 'vi', 'rm'}"
6667,"{'netscape', '&'}"
6668,"{'cd', 'mkdir', '<1>', '<2>', 'ls', 'cp', 'vi'}"
6669,"{'cd', '<1>', 'vi'}"
6670,"{'ls', 'elm', '-l'}"
6671,"{'cd', 'ls', 'uudecode', '<1>'}"
6672,"{'<2>', 'vi', 'grep', '<1>'}"
6673,"{'mv', 'cd', '<1>', '<2>', '-l', 'ls', 'cp', 'vi', 'rm'}"
6674,{'elm'}
6675,{'slirp'}
6676,{'slirp'}
6677,"{'elm', 'exit'}"
6678,"{'elm', 'exit'}"
6679,{'slirp'}
6680,"{'elm', 'exit'}"
6681,{'slirp'}
6682,"{'cd', '<1>', 'elm', 'ph', '<2>', 'look', 'ail', 'finger', 'ls', '<3>', 'fg', 'exit', 'mail', 'vi', 'rm', 'grep'}"
6683,{'slirp'}
6684,"{'mail', '<1>', 'elm', 'exit'}"
6685,"{'<1>', 'elm', '<2>', 'ruptime', 'finger', 'mail', 'grep'}"
6686,"{'look', 'vi', '<1>'}"
6687,{'slirp'}
6688,"{'elm', 'ls', '<3>', 'exit', 'mail'}"
6689,{'slirp'}
6690,"{'mv', 'cd', '<1>', 'elm', 'ph', '<2>', '-l', 'more', 'ls', '<3>', 'fg', 'exit', 'jobs', 'mail', 'vi', 'rm'}"
6691,"{'cd', '<1>', 'elm', 'look', '<2>', 'fg', 'exit', 'mail', 'vi'}"
6692,"{'cd', 'fk', '<1>', 'elm', 'clear', 'ls', 'exit', 'vi'}"
6693,"{'cd', '<1>', 'elm', 'f', 'whereis', 'ls', 'fg', 'exit', 'vi', 'ping'}"
6694,"{'cd', '<1>', 'elm', '<2>', 'finger', 'ls', 'exit', 'mail', 'grep', 'ping'}"
6695,{'slirp'}
6696,"{'elm', 'exit'}"
6697,"{'cd', '<1>', 'ls', 'exit', 'vi'}"
6698,"{'cd', '<1>', 'elm', 'unrm', 'lwinfo', 'finger', '-Pea26', 'lpq', '-Pea25', 'ls', '-Pe26', 'exit', 'ftp', 'rm'}"
6699,"{'cd', '<1>', 's', 'ls', 'exit', 'ftp'}"
6700,{'slirp'}
6701,"{'ls', 'elm', 'fg', 'exit'}"
6702,"{'slirp', 'uptime'}"
6703,"{'<1>', 'elm', 'ruptime', 'trouble', 'exit', 'mail'}"
6704,"{'cd', '<1>', 'elm', 'lpr', '-Pmsl22', 'lwinfo', 'lpq', 'ls'}"
6705,"{'more', 'lwinfo', '<1>', 'date'}"
6706,"{'cd', '<1>', 'elm', 'look', 'mail', 'vi'}"
6707,"{'<1>', 'elm', '<2>', 'mail', 'vi', 'grep'}"
6708,{'elm'}
6709,{'slirp'}
6710,"{'<1>', 'elm', 'more', 'ls', 'exit', 'rm'}"
6711,"{'cd', '<1>', '<2>', 'ex3', 'ex3.out', 'date', 'ls', 'setenv', 'vi'}"
6712,"{'cd', '<1>', '<2>', 'ex3', 'ex3.out', 'ls', 'setenv', 'vi'}"
6713,"{'cd', '<1>', 'ls', 'exit', 'vi'}"
